MAC,SSID,Encryption,FirstSeen,Channel,RSSI,Latitude,Longitude,AltitudeMeters,AccuracyMeters,Type
F4:F2:6D:4F:2E:F6,NEXTWISE_KULDEEP_PG2,[WPA2-PSK-CCMP+TKIP][ESS],38:56.1,1,-91,30.412832,77.971656,960.1,236,WIFI
7C:A9:6B:B5:45:A5,NEXTWISE_P_305,[ESS],38:56.1,1,-88,30.412813,77.971679,960.1,236,WIFI
96:00:FE:F3:69:39,Pawan pg,[WPA2-PSK-CCMP+TKIP][ESS],38:56.1,1,-95,30.412813,77.971679,960.1,236,WIFI
00:06:AE:EF:EC:03,"SINGHASAINI,",[WPA2-PSK-CCMP+TKIP][ESS],38:56.1,1,-90,30.412794,77.97171,960.1,236,WIFI
80:07:1B:7F:03:5D,"Jaadooo 4G,",[WPA2-PSK-CCMP+TKIP][ESS],38:56.1,4,-79,30.412794,77.97171,960.1,236,WIFI
50:2B:73:AC:6B:E0,"Vk 110,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:00.3,11,-78,30.412778,77.971733,960.1,236,WIFI
00:06:AE:EF:BC:6B,"Redmi,",[WPA2-PSK-CCMP+TKIP][ESS],39:00.3,3,-79,30.412778,77.971733,960.1,236,WIFI
80:07:1B:7F:05:AD,"JioPrivateNet,",[ESS],39:00.3,2,-89,30.412759,77.971748,960.1,236,WIFI
BA:7B:3B:6D:1A:1F,OPPO F11,[ESS],39:00.3,10,-89,30.412759,77.971748,960.1,236,WIFI
7C:A9:6B:B5:FF:75,Netflix Thakur pg,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:00.3,1,-89,30.412725,77.971748,960.1,236,WIFI
10:FE:ED:58:87:D8,MEGAHERTZ_102,[WPA2-PSK-CCMP+TKIP][ESS],39:00.3,2,-91,30.412725,77.971748,960.1,236,WIFI
18:D6:C7:A1:8B:79,OPPO F11,[WPA2-PSK-CCMP+TKIP][ESS],39:00.3,9,-91,30.411834,77.969131,960.1,236,WIFI
96:00:FE:F3:69:39,MEGAHERTZ_WIFI,[WPA2-PSK-CCMP+TKIP][ESS],39:00.4,6,-90,30.411762,77.969116,960.1,236,WIFI
C8:3A:35:4D:3C:28,JioPrivateNet,[WPA2-PSK-CCMP+TKIP][ESS],39:00.4,4,-89,30.411762,77.969116,960.1,236,WIFI
80:07:1B:7F:03:5D,ISHAN-VKS,[ESS],39:00.4,8,-87,30.411687,77.9691,960.1,236,WIFI
80:07:1B:7F:05:AD,Galaxy M323410,[WPA2-PSK-CCMP+TKIP][ESS],39:00.4,4,-89,30.411687,77.9691,960.1,236,WIFI
04:95:E6:75:E6:50,NEXTWISE_KULDEEP_PG2,[WPA2-PSK-CCMP+TKIP][ESS],39:00.4,8,-82,30.411613,77.969078,960.1,236,WIFI
C8:3A:35:1B:A1:60,NEXTWISE_KULDEEP_PG,[WPA2-PSK-CCMP+TKIP][ESS],39:00.4,6,-82,30.411613,77.969078,960.1,236,WIFI
38:94:E0:F4:43:93,"MEGAHERTZ_VKS_103/105,",[ESS],39:00.4,4,-81,30.411544,77.969062,960.1,236,WIFI
54:47:E8:0D:82:95,"SINGHASAINI,",[WPA2-PSK-CCMP+TKIP][ESS],39:00.4,2,-91,30.411544,77.969062,960.1,236,WIFI
04:95:E6:38:A4:10,"Jaadooo 4G,",[WPA2-PSK-CCMP+TKIP][ESS],39:00.4,11,-90,30.411485,77.969047,960.1,236,WIFI
4A:9F:A3:AD:F9:BC,Saloni,[WPA2-PSK-CCMP+TKIP][ESS],39:00.4,1,-90,30.411485,77.969047,960.1,236,WIFI
00:06:AE:EF:BC:6B,Room 001,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:00.4,1,-95,30.411437,77.969039,960.1,236,WIFI
26:1A:6D:F0:B8:2B,Room 309,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:00.4,4,-89,30.411437,77.969039,960.1,236,WIFI
10:FE:ED:58:87:D8,Room 12,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:00.4,5,-90,30.411386,77.969039,960.1,236,WIFI
AC:84:C6:6D:16:BE,OPPO F11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:00.5,5,-94,30.411386,77.969039,960.1,236,WIFI
26:1A:6D:F0:B8:2B,ISHAN-VKS,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:04.6,4,-76,30.411331,77.969024,960.1,236,WIFI
98:DE:D0:BB:AF:84,Netflix Thakur pg,[WPA2-PSK-CCMP+TKIP][ESS],39:04.6,5,-77,30.411331,77.969024,960.1,236,WIFI
00:06:AE:EF:EC:03,"NEXTWISE-PR-303-304,",[WPA2-PSK-CCMP+TKIP][ESS],39:04.6,6,-76,30.411275,77.969017,960.1,236,WIFI
C8:3A:35:D6:BF:30,"SINGHASAINI,",[ESS],39:04.6,8,-89,30.411275,77.969017,960.1,236,WIFI
96:00:FE:F3:69:39,"BSNL-DIVYIKA,",[ESS],39:04.6,10,-91,30.411216,77.969009,960.1,236,WIFI
80:07:1B:7F:05:AD,"Parle G,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:04.7,11,-94,30.411216,77.969009,960.1,236,WIFI
80:07:1B:7F:03:5D,"Phasetrix,",[WPA2-PSK-CCMP+TKIP][ESS],39:04.7,11,-94,30.411151,77.969009,960.1,236,WIFI
AC:84:C6:6D:11:5F,Anand pg,[WPA2-PSK-CCMP+TKIP][ESS],39:04.7,1,-90,30.411151,77.969009,960.1,236,WIFI
38:94:E0:F4:43:93,Room 001,[WPA2-PSK-CCMP+TKIP][ESS],39:04.7,1,-90,30.411087,77.969001,960.1,236,WIFI
54:47:E8:0D:82:95,Room 001,[WPA2-PSK-CCMP+TKIP][ESS],39:04.7,1,-88,30.411087,77.969001,960.1,236,WIFI
50:2B:73:CF:32:E0,Office wifi,[ESS],39:04.7,6,-86,30.411016,77.968978,960.1,236,WIFI
18:A6:F7:98:A4:26,Room 24extra,[WPA2-PSK-CCMP+TKIP][ESS],39:08.9,1,-75,30.411016,77.968978,960.1,236,WIFI
26:1A:6D:F0:B8:2B,MEGAHERTZ_102,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:08.9,10,-76,30.410943,77.968955,960.1,236,WIFI
C8:3A:35:D6:BF:30,Room 209,[WPA2-PSK-CCMP+TKIP][ESS],39:08.9,11,-76,30.410943,77.968955,960.1,236,WIFI
10:FE:ED:58:87:D8,NEXTWISE-QB-401,[WPA2-PSK-CCMP+TKIP][ESS],39:08.9,11,-89,30.410875,77.968933,967.1,236,WIFI
7C:A9:6B:AE:2E:D1,Galaxy A717C14,[ESS],39:08.9,11,-89,30.410875,77.968933,967.1,236,WIFI
38:94:E0:F4:43:93,Room 301,[ESS],39:08.9,13,-88,30.410816,77.96891,967.1,236,WIFI
54:47:E8:D2:B6:63,WOODSTOCK_ISHAN,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:08.9,7,-90,30.410816,77.96891,967.1,236,WIFI
02:A1:33:57:73:BD,NEXTWISE-QB-201,[WPA2-PSK-CCMP+TKIP][ESS],39:08.9,6,-88,30.410764,77.968879,967.1,236,WIFI
34:0A:33:70:86:72,ROOM 31,[WPA2-PSK-CCMP+TKIP][ESS],39:08.9,1,-88,30.410764,77.968879,967.1,236,WIFI
04:95:E6:44:D1:F0,Room 309,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:08.9,4,-90,30.41072,77.968849,967.1,236,WIFI
18:A6:F7:98:A4:26,Room 207,[WPA2-PSK-CCMP+TKIP][ESS],39:21.5,5,-83,30.41072,77.968849,967.1,236,WIFI
18:A6:F7:98:A4:26,Room 307,[WPA2-PSK-CCMP+TKIP][ESS],39:21.5,5,-87,30.41068,77.968818,967.1,236,WIFI
B4:B0:24:43:F9:F6,"Sankar villa,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:21.5,4,-87,30.41068,77.968818,967.1,236,WIFI
B4:B0:24:51:40:40,"Room 24,",[WPA2-PSK-CCMP+TKIP][ESS],39:21.5,6,-94,30.410655,77.968795,967.1,236,WIFI
AC:84:C6:6D:16:BE,Saloni,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:21.5,6,-91,30.410655,77.968795,967.1,236,WIFI
E8:65:D4:13:55:90,ANAND_PG,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:21.5,6,-87,30.410636,77.968757,967.1,236,WIFI
04:95:E6:75:E7:10,"Room 311,",[WPA2-PSK-CCMP+TKIP][ESS],39:21.6,6,-87,30.410636,77.968757,967.1,236,WIFI
6A:1B:58:3E:63:A0,"Phasetrix,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:21.6,7,-89,30.410621,77.968719,967.1,236,WIFI
04:95:E6:42:99:28,Room 312,[WPA2-PSK-CCMP+TKIP][ESS],39:21.6,7,-74,30.410621,77.968719,967.1,236,WIFI
A0:AB:1B:6E:8E:78,Office wifi,[ESS],39:21.6,8,-74,30.410615,77.968673,967.1,236,WIFI
04:95:E6:75:E6:28,Room22,[WPA2-PSK-CCMP+TKIP][ESS],39:21.6,8,-75,30.410615,77.968673,967.1,236,WIFI
18:A6:F7:98:A3:94,Room 23,[WPA2-PSK-CCMP+TKIP][ESS],39:21.6,9,-88,30.409215,77.969741,967.1,236,WIFI
C8:3A:35:4D:ED:30,Room 210,[WPA2-PSK-CCMP+TKIP][ESS],39:21.6,10,-93,30.409215,77.969741,967.1,236,WIFI
C8:3A:35:4E:23:48,Tenda_D687F8,[WPA2-PSK-CCMP+TKIP][ESS],39:21.6,10,-75,30.409193,77.969787,967.1,236,WIFI
E8:65:D4:00:CB:08,Sweet home ,[WPA2-PSK-CCMP+TKIP][ESS],39:21.6,1,-76,30.409193,77.969787,969,667,WIFI
18:A6:F7:98:A4:F4,ROOM 31,[ESS],39:21.6,1,-76,30.409168,77.969833,969,667,WIFI
B4:B0:24:51:5C:DC,Room 001,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:25.8,11,-94,30.409168,77.969833,969,667,WIFI
50:2B:73:CF:32:E0,Room 309,[WPA2-PSK-CCMP+TKIP][ESS],39:25.8,13,-88,30.409139,77.969879,969,667,WIFI
04:95:E6:3D:59:08,Room 12,[WPA2-PSK-CCMP+TKIP][ESS],39:25.8,2,-87,30.409139,77.969879,969,667,WIFI
E8:65:D4:00:CB:20,Phasetrix2.4G,[ESS],39:25.8,2,-85,30.409105,77.969917,969,667,WIFI
34:0A:33:70:86:72,Room 307,[WPA2-PSK-CCMP+TKIP][ESS],39:25.8,3,-79,30.409105,77.969917,969,667,WIFI
E8:65:D4:13:55:08,Room 209,[WPA2-PSK-CCMP+TKIP][ESS],39:25.8,4,-79,30.409072,77.96994,969,667,WIFI
B4:B0:24:43:F9:F6,"Jaadooo 4G,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:25.8,1,-78,30.409072,77.96994,969,667,WIFI
B4:B0:24:44:3A:1C,"BSNL-DIVYIKA,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:25.8,1,-87,30.409019,77.969963,969,667,WIFI
B4:B0:24:44:09:74,"BSNL-cafe-coffee-day,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:25.8,6,-91,30.409019,77.969963,969,667,WIFI
E8:65:D4:00:CB:30,"Room 311,",[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:25.8,7,-93,30.408964,77.969985,969,667,WIFI
C8:3A:35:D6:87:F8,"Phasetrix,",[WPA2-PSK-CCMP+TKIP][ESS],39:25.8,1,-87,30.408964,77.969985,969,667,WIFI
00:1E:A6:BC:E1:70,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],39:25.8,8,-94,30.408908,77.969993,969,667,WIFI
18:A6:F7:98:A3:94,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],39:25.9,9,-92,30.408908,77.969993,969,667,WIFI
18:A6:F7:98:A4:26,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],39:25.9,9,-88,30.408863,77.970024,969,667,WIFI
C8:3A:35:4D:ED:30,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],39:25.9,9,-86,30.408863,77.970024,968.3,294,WIFI
18:A6:F7:98:A5:18,Missoula Paddleheads  - Guest,[ESS],39:25.9,1,-71,30.408815,77.970039,968.3,294,WIFI
60:A4:B7:E2:61:18,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],39:30.0,11,-70,30.408815,77.970039,968.3,294,WIFI
E8:65:D4:00:CB:08,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:30.0,11,-70,30.408767,77.970062,968.3,294,WIFI
E8:65:D4:13:55:90,BRCiti,[WPA2-PSK-CCMP+TKIP][ESS],39:30.0,11,-89,30.408767,77.970062,968.3,294,WIFI
54:47:E8:0D:82:95,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],39:30.0,11,-90,30.408716,77.970077,968.3,294,WIFI
54:47:E8:D2:B6:63,Missoula Paddleheads  - Guest,[ESS],39:30.0,13,-88,30.408716,77.970077,968.3,294,WIFI
14:A7:2B:88:7B:B2,BrownChickenBrownCow,[WPA2-PSK-CCMP+TKIP][ESS],39:30.1,1,-93,30.408658,77.970085,968.3,294,WIFI
E8:65:D4:00:CB:20,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],39:30.1,1,-85,30.408658,77.970085,968.3,294,WIFI
34:0A:33:70:86:72,MOTO10DE,[WPA2-PSK-CCMP+TKIP][ESS],39:30.1,1,-90,30.408596,77.970092,968.3,294,WIFI
1A:E8:29:14:23:3A,Black Death,[WPA2-PSK-CCMP+TKIP][ESS],39:30.1,1,-70,30.408596,77.970092,968.3,294,WIFI
BC:98:DF:F9:DF:C8,CenturyLink4448,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:30.1,2,-70,30.408536,77.970092,968.3,294,WIFI
64:A5:C3:70:82:64,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],39:30.1,6,-70,30.408536,77.970092,968.3,294,WIFI
70:F2:20:E1:15:F3,Missoula Paddleheads  - Guest,[ESS],39:30.1,9,-87,30.408473,77.970092,968.3,294,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],39:34.3,1,-91,30.408473,77.970092,968.3,294,WIFI
2A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],39:34.3,1,-83,30.408414,77.970092,968.5,237,WIFI
18:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],39:34.3,1,-85,30.408414,77.970092,968.5,237,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],39:34.3,1,-91,30.408355,77.9701,968.5,237,WIFI
1A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],39:34.3,1,-87,30.408355,77.9701,968.5,237,WIFI
2A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],39:34.3,2,-89,30.408294,77.970108,968.5,237,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],39:34.3,3,-88,30.408294,77.970108,968.5,237,WIFI
1A:E8:29:14:23:36,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],39:34.3,6,-70,30.408229,77.970108,968.5,237,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],39:34.3,7,-68,30.408229,77.970108,968.5,237,WIFI
08:D5:9D:8F:8A:C6,Missoula Paddleheads  - Guest,[ESS],39:34.3,2,-68,30.408166,77.9701,968.5,237,WIFI
18:E8:29:14:23:36,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:34.3,2,-84,30.408166,77.9701,968.5,237,WIFI
2A:E8:29:14:23:36,CenturyLink4655,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:34.3,1,-86,30.408103,77.9701,968.5,237,WIFI
70:F2:20:E1:1F:A3,MySpectrumWiFi62-2G,[WPA2-PSK-CCMP+TKIP][ESS],39:34.3,4,-87,30.408103,77.9701,968.5,237,WIFI
70:F2:20:E1:22:E3,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:34.3,6,-87,30.408056,77.9701,968.5,237,WIFI
AC:3B:77:23:42:68,CenturyLink4755,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:34.4,1,-89,30.408056,77.9701,968.5,237,WIFI
8C:59:73:34:5B:3C,ORBIMTCONDO,[WPA2-PSK-CCMP+TKIP][ESS],39:34.4,7,-85,30.405496,77.969924,968.5,237,WIFI
70:F2:20:E1:29:23,Missoula Paddleheads  - Guest,[ESS],39:34.4,9,-88,30.405443,77.969924,968.5,237,WIFI
3C:37:86:F8:39:34,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],39:34.4,9,-92,30.405443,77.969924,969.3,237,WIFI
2A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],39:34.4,1,-89,30.405397,77.969932,969.3,237,WIFI
18:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],39:34.4,10,-88,30.405397,77.969932,969.3,237,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],39:38.6,10,-68,30.405351,77.969924,969.3,237,WIFI
1A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],39:38.6,1,-69,30.405351,77.969924,969.3,237,WIFI
18:E8:29:14:23:3A,CenturyLink4492,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:38.6,1,-68,30.405305,77.969924,969.3,237,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],39:38.6,1,-83,30.405305,77.969924,969.3,237,WIFI
70:F2:20:E1:18:B3,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:38.6,1,-83,30.405254,77.969917,969.3,237,WIFI
2A:E8:29:14:23:3A,CenturyLink4655,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:38.6,1,-87,30.405254,77.969917,969.3,237,WIFI
70:F2:20:E1:1F:A3,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:38.6,1,-85,30.405206,77.969902,969.3,237,WIFI
70:F2:20:E1:22:E3,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],39:38.6,1,-91,30.405206,77.969902,969.3,237,WIFI
8C:59:73:34:5B:3C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],39:38.6,1,-89,30.405164,77.969886,970.4,237,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],39:38.6,2,-88,30.405164,77.969886,970.4,237,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],39:38.6,6,-87,30.405122,77.969871,970.4,237,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],39:38.6,6,-85,30.405122,77.969871,970.4,237,WIFI
2A:E8:29:14:23:3A,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],39:38.6,9,-87,30.40508,77.969863,970.4,237,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],39:38.6,11,-93,30.40508,77.969863,970.4,237,WIFI
58:90:43:CE:31:0E,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],39:38.6,1,-91,30.405044,77.969863,970.4,237,WIFI
2A:E8:29:5A:1B:8C,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],39:38.6,1,-69,30.405044,77.969863,970.4,237,WIFI
08:D5:9D:8F:8A:C6,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],39:38.6,1,-70,30.405012,77.969848,970.4,237,WIFI
28:80:A2:05:C5:D3,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],39:38.7,1,-70,30.405012,77.969848,970.4,237,WIFI
FE:EC:DA:97:BE:69,Missoula Paddleheads  - Guest,[ESS],39:38.7,1,-84,30.404983,77.969825,970.4,237,WIFI
8C:59:73:34:5B:3C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],35:29.2,1,-87,30.404983,77.969825,970.4,237,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:29.2,2,-86,30.404932,77.96981,970.4,237,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],35:29.2,1,-86,30.404932,77.96981,970.4,237,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:29.2,3,-85,30.40487,77.969787,970.4,237,WIFI
1A:E8:29:5A:1B:8C,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],35:29.2,3,-93,30.40487,77.969787,970.4,237,WIFI
18:E8:29:14:23:3A,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],35:29.2,3,-87,30.40483,77.969764,970.4,237,WIFI
70:F2:20:E1:1F:A3,Missoula Paddleheads  - Guest,[ESS],35:29.2,4,-93,30.40483,77.969764,970.4,237,WIFI
8C:59:73:34:5B:3C,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:29.2,5,-91,30.4048,77.969749,970.4,237,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:29.2,6,-65,30.4048,77.969749,970.4,237,WIFI
08:D5:9D:8F:8A:C6,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:33.4,6,-65,30.404743,77.969726,970.4,237,WIFI
FC:EC:DA:AD:D3:85,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],1,6,-66,30.404743,77.969726,970.4,237,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],35:33.4,10,-80,30.404674,77.969718,970.4,237,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],35:33.4,11,-85,30.404674,77.969718,970.4,237,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],35:33.4,11,-84,30.404602,77.969688,970.4,237,WIFI
1A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:33.4,6,-93,30.404602,77.969688,970.4,237,WIFI
2A:E8:29:14:23:36,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:33.4,6,-91,30.404533,77.969665,970.4,237,WIFI
18:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],35:33.4,7,-91,30.404533,77.969665,970.4,237,WIFI
08:D5:9D:8F:8A:C6,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:33.4,9,-93,30.404464,77.969642,970.4,237,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:33.4,10,-90,30.404464,77.969642,970.4,237,WIFI
58:90:43:CE:31:0E,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],35:33.4,11,-90,30.40439,77.969627,970.4,237,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:37.6,6,-88,30.40439,77.969627,970.4,237,WIFI
8C:59:73:34:5B:3C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],35:37.6,11,-86,30.404323,77.969596,970.4,237,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],35:37.6,1,-87,30.404323,77.969596,970.4,237,WIFI
1A:E8:29:5A:1B:8C,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],35:37.6,1,-92,30.404256,77.969573,970.4,237,WIFI
2A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],35:37.6,3,-87,30.404256,77.969573,970.4,237,WIFI
8C:59:73:34:5B:3C,SpectrumSetup-90,[WPA2-PSK-CCMP+TKIP][ESS],35:37.6,4,-88,30.404193,77.969558,970.4,237,WIFI
1A:E8:29:14:23:3A,CenturyLink4448,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],35:37.7,6,-89,30.404193,77.969558,970.4,237,WIFI
44:D4:53:7E:0D:96,CenturyLink4629,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],35:37.7,6,-85,30.402347,77.96894,970.4,237,WIFI
70:F2:20:E1:15:F3,Missoula Paddleheads  - Guest,[ESS],35:37.7,1,-90,30.402347,77.96894,970.4,237,WIFI
70:F2:20:E1:21:43,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:37.7,2,-67,30.402286,77.96894,970.4,237,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:37.7,4,-67,30.402286,77.96894,970.4,237,WIFI
58:90:43:CE:31:0E,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],35:37.7,1,-67,30.402223,77.968933,970.4,237,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:37.7,6,-89,30.402223,77.968933,970.4,237,WIFI
28:80:A2:05:C5:D3,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],35:37.7,6,-83,30.402162,77.968925,970.4,237,WIFI
18:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],35:41.9,1,-86,30.402162,77.968925,970.4,237,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],35:41.9,7,-85,30.402103,77.968917,970.4,237,WIFI
1A:E8:29:5A:1B:8C,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],35:41.9,1,-90,30.402103,77.968917,970.4,237,WIFI
2A:E8:29:5A:1B:8C,CenturyLink1236,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],35:41.9,1,-94,30.402038,77.96891,970.4,237,WIFI
08:D5:9D:8F:8A:C6,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],35:41.9,1,-89,30.402038,77.96891,970.4,237,WIFI
