MAC,SSID,Encryption,FirstSeen,Channel,RSSI,Latitude,Longitude,AltitudeMeters,AccuracyMeters,Type
74:D0:2B:D1:15:48,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],38:00.8,1,-87,30.407508,77.969985,963.7,239,WIFI
FC:EC:DA:97:BE:69,MyCharterWiFi8e-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:00.8,2,-85,30.407508,77.969985,963.7,239,WIFI
FE:EC:DA:97:BE:69,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:05.0,4,-94,30.407571,77.969978,963.7,239,WIFI
A4:2B:8C:97:84:8E,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:05.0,4,-91,30.407571,77.969978,963.7,239,WIFI
18:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:05.0,1,-89,30.40764,77.969978,963.7,239,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:05.0,6,-87,30.40764,77.969978,963.7,239,WIFI
1A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:05.0,6,-85,30.407709,77.96997,963.7,239,WIFI
2A:E8:29:5A:1B:8C,MySpectrumWiFi90-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:05.0,7,-84,30.407709,77.96997,963.7,239,WIFI
18:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:09.2,7,-88,30.407777,77.96997,963.7,239,WIFI
A8:9A:93:B1:FF:96,Missoula Paddleheads  - Guest,[ESS],38:09.2,7,-75,30.407777,77.96997,963.7,239,WIFI
1A:E8:29:14:23:36,MOTO10DE,[WPA2-PSK-CCMP+TKIP][ESS],38:09.2,8,-76,30.407842,77.969985,963.7,239,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:09.2,8,-94,30.407842,77.969985,963.7,239,WIFI
BC:98:DF:F9:DF:C8,Missoula Paddleheads  - Guest,[ESS],38:09.2,9,-75,30.407909,77.970001,963.7,239,WIFI
18:E8:29:14:23:36,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],38:09.2,10,-81,30.407909,77.970001,963.7,239,WIFI
0E:EC:DA:AD:D3:85,Missoula Paddleheads  - Guest,[ESS],38:09.2,11,-86,30.407979,77.970008,963.7,239,WIFI
FE:EC:DA:97:BE:69,Missoula Paddleheads  - Guest,[ESS],38:09.2,11,-85,30.407979,77.970008,963.7,239,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:13.4,11,-80,30.408056,77.970016,963.8,239,WIFI
2A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:13.4,11,-91,30.408056,77.970016,963.8,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:13.4,12,-80,30.408136,77.970024,963.8,239,WIFI
1A:E8:29:5A:1B:8C,MySpectrumWiFi90-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:13.4,1,-90,30.408136,77.970024,963.8,239,WIFI
2A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:13.4,1,-91,30.408218,77.970024,963.8,239,WIFI
A8:9A:93:B1:FF:96,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:13.4,2,-92,30.408218,77.970024,963.8,239,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:13.5,1,-94,30.408296,77.970016,963.8,239,WIFI
08:D5:9D:8F:8A:C6,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:13.5,4,-83,30.408296,77.970016,963.8,239,WIFI
1A:E8:29:14:23:3A,Shofeet,[WPA2-PSK-CCMP+TKIP][ESS],38:13.5,4,-83,30.409589,77.969131,963.8,239,WIFI
18:E8:29:14:23:36,MySpectrumWiFi08-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:13.5,4,-83,30.409589,77.969131,963.8,239,WIFI
6C:CD:D6:12:0A:B1,Missoula Paddleheads  - Guest,[ESS],38:21.9,1,-83,30.409646,77.969093,963.8,239,WIFI
58:90:43:CE:31:0E,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:21.9,5,-85,30.409646,77.969093,963.8,239,WIFI
2A:E8:29:14:23:3A,CenturyLink4655,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:21.9,6,-73,30.409688,77.969047,963.8,239,WIFI
70:F2:20:E1:1F:A3,TheSneakyBiscuit2G,[WPA2-PSK-CCMP+TKIP][ESS],38:21.9,6,-73,30.409688,77.969047,963.8,239,WIFI
70:F2:20:E1:22:E3,BurritoShop,[WPA2-PSK-CCMP+TKIP][ESS],38:26.1,7,-72,30.40973,77.969009,963.8,239,WIFI
84:A4:23:F0:B9:53,amel1,[WPA2-PSK-CCMP+TKIP][ESS],38:26.1,7,-82,30.40973,77.969009,963.8,239,WIFI
94:A6:7E:65:51:C4,fuel,[WPA2-PSK-CCMP+TKIP][ESS],38:26.1,8,-87,30.409782,77.968971,963.8,239,WIFI
24:F5:A2:A4:B5:CD,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:26.1,1,-91,30.409782,77.968971,963.8,239,WIFI
74:D0:2B:D1:15:48,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],38:26.1,9,-87,30.409839,77.968925,963.8,239,WIFI
18:E8:29:14:23:3A,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],38:26.1,10,-82,30.409839,77.968925,963.8,239,WIFI
FE:EC:DA:97:BE:69,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:26.1,11,-92,30.409902,77.968887,963.8,239,WIFI
FC:EC:DA:97:BE:69,Missoula Paddleheads  - Guest,[ESS],38:30.3,11,-82,30.409902,77.968887,963.8,239,WIFI
18:E8:29:14:23:36,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:30.3,11,-95,30.409969,77.968849,963.8,239,WIFI
2A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:30.3,12,-88,30.409969,77.968849,963.8,239,WIFI
08:D5:9D:8F:8A:C6,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:30.3,1,-93,30.410036,77.968803,963.8,239,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:30.3,1,-88,30.410036,77.968803,963.8,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:30.3,1,-87,30.410102,77.968757,963.8,239,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:30.3,2,-88,30.410102,77.968757,963.8,239,WIFI
18:E8:29:14:23:3A,BrownChickenBrownCow,[WPA2-PSK-CCMP+TKIP][ESS],38:30.3,2,-85,30.410165,77.968719,963.8,239,WIFI
1A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],38:13.4,1,-86,30.410165,77.968719,963.8,239,WIFI
F0:2F:74:91:A3:C8,MySpectrumWiFi53-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:13.4,4,-94,30.410223,77.968681,963.8,239,WIFI
2A:E8:29:14:23:36,MOTO10DE,[WPA2-PSK-CCMP+TKIP][ESS],38:13.4,4,-94,30.410223,77.968681,963.8,239,WIFI
C8:B4:22:C1:43:51,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:13.4,1,-90,30.410276,77.968643,963.8,239,WIFI
BC:98:DF:F9:DF:C8,fuel,[WPA2-PSK-CCMP+TKIP][ESS],38:13.5,1,-87,30.410276,77.968643,963.8,239,WIFI
70:F2:20:E1:1F:A3,CenturyLink4624,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:13.5,6,-89,30.410331,77.96862,963.8,239,WIFI
74:D0:2B:D1:15:48,Missoula Paddleheads  - Guest,[ESS],38:13.5,6,-88,30.410331,77.96862,963.8,239,WIFI
70:F2:20:E1:20:F3,MOTO Z STYLUS,[WPA2-PSK-CCMP+TKIP][ESS],38:13.5,6,-80,30.410387,77.968597,963.8,239,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],38:13.5,5,-85,30.410387,77.968597,963.8,239,WIFI
06:9D:2F:CA:F2:13,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,3,-71,30.410442,77.968566,963.8,239,WIFI
0E:EC:DA:AD:D3:85,Missoula Paddleheads  - Guest,[ESS],38:17.7,5,-70,30.410442,77.968566,963.8,239,WIFI
FE:EC:DA:97:BE:69,Missoula Paddleheads  - Guest,[ESS],38:17.7,6,-70,30.410495,77.968536,963.8,239,WIFI
2A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,7,-90,30.410495,77.968536,963.8,239,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,8,-88,30.410537,77.968513,963.8,239,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,7,-90,30.410537,77.968513,963.8,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,10,-88,30.410568,77.968498,963.8,239,WIFI
1A:E8:29:5A:1B:8C,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,10,-84,30.410568,77.968498,963.8,239,WIFI
18:E8:29:14:23:3A,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,10,-88,30.410587,77.968475,963.8,239,WIFI
08:D5:9D:8F:8A:C6,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],38:17.7,11,-92,30.410587,77.968475,963.8,239,WIFI
10:DA:43:80:A3:D1,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,11,-88,30.410596,77.968452,963.8,239,WIFI
FC:EC:DA:97:BE:69,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,11,-82,30.410596,77.968452,964.1,239,WIFI
1A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,11,-92,30.4106,77.968429,964.1,239,WIFI
08:D5:9D:8F:8A:C6,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,11,-85,30.4106,77.968429,964.1,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,1,-90,30.4106,77.968399,964.1,239,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:34.5,4,-82,30.4106,77.968399,964.1,239,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,1,-81,30.410593,77.968376,964.1,239,WIFI
2A:E8:29:14:23:3A,CenturyLink4661,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:34.5,1,-91,30.410593,77.968376,964.1,239,WIFI
18:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:34.5,2,-81,30.410587,77.968345,964.1,239,WIFI
70:F2:20:E1:23:43,CenturyLink4448,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:34.5,1,-89,30.410587,77.968345,964.1,239,WIFI
1A:E8:29:14:23:36,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:34.5,3,-65,30.410524,77.968238,964.1,239,WIFI
70:F2:20:E1:15:F3,Missoula Paddleheads  - Guest,[ESS],38:34.5,4,-64,30.410505,77.968223,964.1,239,WIFI
70:F2:20:E1:1F:A3,CenturyLink7995,[WPA2-PSK-CCMP+TKIP][ESS],38:38.7,4,-64,30.410505,77.968223,964.1,239,WIFI
2A:E8:29:5A:1B:8C,fuel,[WPA2-PSK-CCMP+TKIP][ESS],38:38.7,1,-87,30.410499,77.9682,964.1,239,WIFI
02:6A:E3:72:D2:DF,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:38.7,6,-80,30.410499,77.9682,964.1,239,WIFI
74:D0:2B:D1:15:48,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:38.7,6,-80,30.410501,77.968177,964.1,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:38.7,7,-87,30.410501,77.968177,964.1,239,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:38.8,1,-87,30.410509,77.968147,964.1,239,WIFI
2A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,1,-79,30.410509,77.968147,964.1,239,WIFI
2A:E8:29:14:23:3A,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,8,-79,30.410526,77.968116,964.1,239,WIFI
1A:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,8,-82,30.410526,77.968116,964.1,239,WIFI
08:D5:9D:8F:8A:C6,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,9,-90,30.410537,77.968086,964.1,239,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,9,-77,30.410537,77.968086,964.1,239,WIFI
10:DA:43:80:A3:D1,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,1,-78,30.410549,77.968048,964.1,239,WIFI
18:E8:29:14:23:88,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,10,-77,30.410549,77.968048,964.1,239,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:38.8,10,-81,30.410564,77.968017,964.1,239,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:38.8,10,-82,30.410564,77.968017,964.1,239,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:38.8,1,-88,30.410581,77.967979,964.1,239,WIFI
18:E8:29:14:23:3A,CenturyLink4668,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:38.8,11,-84,30.410581,77.967979,964.1,239,WIFI
2A:E8:29:14:23:3A,CenturyLink4603,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:38.8,11,-91,30.410583,77.967941,964.1,239,WIFI
70:F2:20:E1:23:B3,Missoula Paddleheads  - Guest,[ESS],38:38.8,11,-89,30.410583,77.967941,964.1,239,WIFI
70:F2:20:E1:1F:A3,CenturyLink4655,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:38.8,1,-86,30.410585,77.967903,964.1,239,WIFI
2A:E8:29:14:23:88,fuel,[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,1,-87,30.410585,77.967903,964.1,239,WIFI
70:F2:20:E1:22:E3,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,1,-88,30.410594,77.967864,964.1,239,WIFI
74:D0:2B:D1:15:48,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,1,-84,30.410594,77.967864,964.1,239,WIFI
1A:E8:29:14:23:3A,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,1,-84,30.41061,77.967819,964.1,239,WIFI
18:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,1,-91,30.41061,77.967819,964.1,239,WIFI
08:D5:9D:8F:8A:C6,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,2,-80,30.410629,77.967765,965.4,240,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:43.0,2,-79,30.410629,77.967765,965.4,240,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:43.0,3,-80,30.41065,77.967712,965.4,240,WIFI
2A:E8:29:5A:1B:8C,Imagine_Guest,[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,1,-81,30.41065,77.967712,965.4,240,WIFI
2A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.0,4,-82,30.410673,77.967658,965.4,240,WIFI
B6:FB:E4:71:92:0D,SpectrumSetup-50,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,4,-92,30.410673,77.967658,965.4,240,WIFI
1A:E8:29:14:23:3A,BurritoShop,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,6,-89,30.410694,77.96759,965.4,240,WIFI
58:2F:F7:6A:26:56,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,6,-79,30.410694,77.96759,965.4,240,WIFI
94:A6:7E:65:51:C4,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,6,-87,30.410717,77.967521,965.4,240,WIFI
08:D5:9D:8F:8A:C6,Missoula Paddleheads  - Guest,[ESS],38:43.1,6,-87,30.410717,77.967521,965.4,240,WIFI
18:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,7,-88,30.410736,77.967468,965.4,240,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,8,-87,30.410736,77.967468,965.4,240,WIFI
1A:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,8,-86,30.410753,77.967407,965.2,240,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:43.1,1,-86,30.410753,77.967407,965.2,240,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,9,-69,30.41077,77.967353,965.2,240,WIFI
2A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:43.1,10,-69,30.41077,77.967353,965.2,240,WIFI
1A:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,1,-70,30.410797,77.967308,965.2,240,WIFI
2A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:43.1,1,-91,30.410797,77.967308,965.2,240,WIFI
18:E8:29:14:23:36,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,11,-87,30.410818,77.967269,965.2,240,WIFI
1A:E8:29:14:23:3A,Imagine_Guest,[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,11,-86,30.410818,77.967269,965.2,240,WIFI
08:D5:9D:8F:8A:C6,CenturyLink4629,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],38:47.3,11,-85,30.410833,77.967216,965.2,240,WIFI
B6:FB:E4:71:92:0D,Missoula Paddleheads  - Guest,[ESS],38:47.3,1,-85,30.410833,77.967216,965.2,240,WIFI
70:F2:20:E1:21:43,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,1,-90,30.410852,77.967178,965.2,240,WIFI
2A:E8:29:14:23:88,Missoula Paddleheads  - Guest,[ESS],38:47.3,1,-93,30.410852,77.967178,965.2,240,WIFI
18:E8:29:14:23:3A,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,1,-84,30.410881,77.967147,965.2,240,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,1,-82,30.410881,77.967147,965.2,240,WIFI
FE:EC:DA:97:BE:69,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:47.3,1,-89,30.410909,77.967132,964.5,240,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:47.3,1,-85,30.410909,77.967132,964.5,240,WIFI
1A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,2,-89,30.410943,77.967124,964.5,240,WIFI
2A:E8:29:5A:1B:8C,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,2,-91,30.410943,77.967124,964.5,240,WIFI
1A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],38:47.4,1,-89,30.410976,77.967109,964.5,240,WIFI
08:D5:9D:8F:8A:C6,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,4,-83,30.410976,77.967109,964.5,240,WIFI
2A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],38:47.4,6,-88,30.411008,77.967086,964.5,240,WIFI
1A:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,6,-90,30.411008,77.967086,964.5,240,WIFI
2A:E8:29:14:23:3A,Citi2,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,6,-84,30.411043,77.967056,964.5,240,WIFI
18:E8:29:14:23:3A,DIRECT-F4-HP OfficeJet 4650,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,6,-66,30.411043,77.967056,964.5,240,WIFI
10:DA:43:80:A3:D1,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,7,-87,30.411083,77.967033,964.5,240,WIFI
AC:E2:D3:A7:2B:F5,fuel,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,11,-81,30.411083,77.967033,964.5,240,WIFI
18:E8:29:14:23:36,BRCiti,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,11,-66,30.411123,77.96701,964.5,240,WIFI
74:D0:2B:D1:15:48,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,11,-67,30.411123,77.96701,964.5,240,WIFI
60:B7:6E:A9:AA:AE,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,1,-81,30.411157,77.966995,964.5,240,WIFI
FC:EC:DA:97:BE:69,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:47.4,2,-85,30.411157,77.966995,964.3,240,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:47.4,3,-88,30.411174,77.966979,964.3,240,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:47.4,3,-85,30.411174,77.966979,964.3,240,WIFI
2A:E8:29:5A:1B:8C,MySpectrumWiFi90-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:47.5,1,-87,30.41118,77.966964,964.3,240,WIFI
2A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:47.5,6,-89,30.41118,77.966964,964.3,240,WIFI
A8:9A:93:B1:FF:96,SpectrumSetup-50,[WPA2-PSK-CCMP+TKIP][ESS],38:47.5,6,-87,30.411176,77.966964,964.3,240,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,8,-86,30.411176,77.966964,964.3,240,WIFI
58:2F:F7:6A:26:56,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,11,-92,30.411172,77.966957,964.3,240,WIFI
1A:E8:29:14:23:36,Missoula Paddleheads  - Guest,[ESS],38:51.7,11,-86,30.411172,77.966957,964.3,240,WIFI
18:E8:29:14:23:3A,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,9,-92,30.411169,77.966949,964.3,240,WIFI
2A:E8:29:14:23:36,Tetons Baseball,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,10,-85,30.411169,77.966949,964.3,240,WIFI
08:D5:9D:8F:8A:C6,Poverello Center,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,11,-88,30.411157,77.966934,964.3,240,WIFI
28:80:A2:05:C5:D3,Pov Staff Only,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,1,-88,30.411157,77.966934,964.3,240,WIFI
FE:EC:DA:97:BE:69,BRCiti,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,1,-84,30.41114,77.966911,964.3,240,WIFI
FC:EC:DA:97:BE:69,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,1,-85,30.41114,77.966911,964.3,240,WIFI
60:B7:6E:A9:AA:AE,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,1,-82,30.411119,77.96688,964.3,240,WIFI
18:E8:29:14:23:36,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,4,-83,30.411119,77.96688,964.7,240,WIFI
18:E8:29:5A:1B:8C,Missoula Paddleheads  - Guest,[ESS],38:51.7,11,-81,30.411092,77.96685,964.7,240,WIFI
1A:E8:29:5A:1B:8C,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,3,-82,30.411092,77.96685,964.7,240,WIFI
2A:E8:29:5A:1B:8C,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,2,-84,30.411079,77.966835,964.7,240,WIFI
18:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],38:51.7,10,-88,30.411079,77.966835,964.7,240,WIFI
1A:E8:29:14:23:36,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:51.7,1,-88,30.411066,77.966819,964.7,240,WIFI
2A:E8:29:14:23:3A,Missoula Paddleheads  - Guest,[ESS],38:51.8,2,-82,30.411066,77.966819,964.7,240,WIFI
18:E8:29:14:23:36,MOTO10DE,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,9,-80,30.41105,77.966804,964.7,240,WIFI
2A:E8:29:14:23:36,MySpectrumWiFic0-2G,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,6,-92,30.41105,77.966804,964.7,240,WIFI
BC:98:DF:F9:DF:C8,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,4,-65,30.411037,77.966796,964.7,240,WIFI
08:D5:9D:8F:8A:C6,Missoula Paddleheads - Private,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,8,-65,30.411037,77.966796,964.7,240,WIFI
1A:E8:29:14:23:3A,Logjam - private,[WPA2-PSK-CCMP+TKIP][ESS],38:51.8,4,-80,30.411022,77.966781,964.7,240,WIFI
